Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path
Einleitende Etuden (Introductory Studies); Op. 60 no. 15,Fernando Sor,3,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 15 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 16,Fernando Sor,6,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 16 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 17,Fernando Sor,4,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 17 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 18,Fernando Sor,4,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 18 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 19,Fernando Sor,3,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 19 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 2,Fernando Sor,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 2 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 20,Fernando Sor,3,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 20 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 21,Fernando Sor,8,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 21 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 23,Fernando Sor,8,4,VI,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 23 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 24,Fernando Sor,5,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 24 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 25,Fernando Sor,7,5,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 25 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 3,Fernando Sor,1,1,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 3 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 4,Fernando Sor,1,2,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 4 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 5,Fernando Sor,2,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 5 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 6,Fernando Sor,2,2,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 6 by Fernando Sor.pdf,,,,,
Einleitende Etuden (Introductory Studies); Op. 60 no. 9,Fernando Sor,3,2,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 9 by Fernando Sor.pdf,,,,,
El abejorro,Emilio Pujol,9,6,XII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/El Abejorro by Emilio Pujol.pdf,,,,,
El Amable,Jose Ferrer,4,2,II,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/El Amable by Jose Ferrer.pdf,,,,,
El Decameron Negro: I. La Arpa Del Guerrero,Leo Brouwer,12,7,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/El Decameron Negro by Leo Brouwer.pdf,,,,,
El Decameron Negro: II. La Fuite des Amants par la Vallee des Echos,Leo Brouwer,14,8,IX,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/B/Brouwer, Leo/Brower, Leo - Estudios Sencillos - II.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Brouwer, Leo/Brower, Leo - Estudios Sencillos - II.gp3",,,
El Decameron Negro: III.  Ballada de la Doncella Enamorada,Leo Brouwer,17,9,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudios Sencillos (Study No 3) by Leo Brouwer.pdf,,,,,
El Delirio,Antonio Cano,9,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/El Delirio by Antonio Cano.pdf,,,,,
El Marabino (Valse Venezolano),Antonio Lauro,12,5,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/El Marabino by Antonio Lauro.pdf,,,,,
Elogio De La Danza,Leo Brouwer,9,8,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Eligio De La Danza by Leo Brouwer.pdf,,,,,
Elogio De La Danza,Leo Brouwer,9,8,X,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/B/Brouwer, Leo/Brouwer, Leo - Eligio De La Danza.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Brouwer, Leo/Brouwer, Leo - Eligio De La Danza.gp4",,,
Endecha,Francisco Tarrega,6,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/tarrega-endecha.pdf,,,,,
Entree De Luth,Robert Ballard,11,6,VII,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Entree de luth by Robert Ballard.pdf,,,,,
Escala y Preludio,Agustin Barrios Mangore,7,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-escala.pdf,,,,,
Espanoleta,Gaspar Sanz,1,1,I,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Espanoleta 2 by Gaspar Sanz.pdf,,,,,
Espanoleta,Gaspar Sanz,2,2,III,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Espanoleta by Gaspar Sanz.pdf,,,,,
Espanoleta,Gaspar Sanz,4,3,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/sanz-espanoleta.pdf,,,,,
Estilo (Chinita),Agustin Barrios Mandore,7,5,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-estilo.pdf,,,,,
Estilo Uruguayo,Agustin Barrios Mangore,7,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estilo Uruguayo by Agustin Barrios Mangore.pdf,,,,,
Estudio,Francisco Tarrega,4,2,V,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudio in E Minor by Francisco Tarrega.pdf,,,,,
Estudio (Version 2),Francisco Tarrega,3,2,V,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Adelita (2).gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Adelita (2).gp3",,,
Estudio 1,Fernando Sor,6,2,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 Lesson No 1 by Fernando Sor.pdf,,,,,
Estudio 10,Fernando Sor,6,4,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 19 (Segovia Study 10) by Fernando Sor.pdf,,,,,
Estudio 11,Fernando Sor,7,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 6 No 3 (Segovia Study 11) by Fernando Sor.pdf,,,,,
Estudio 12,Fernando Sor,8,4,XII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op6-12.pdf,,,,,
Estudio 13,Fernando Sor,6,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 13 by Fernando Sor.pdf,,,,,
Estudio 14,Fernando Sor,7,4,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 14 by Fernando Sor.pdf,,,,,
Estudio 15,Fernando Sor,7,3,VIII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 15 by Fernando Sor.pdf,,,,,
Estudio 16,Fernando Sor,9,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 29 No 23 (Segovia 16) by Fernando Sor.pdf,,,,,
Estudio 17,Fernando Sor,7,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 17 by Fernando Sor.pdf,,,,,
Estudio 18,Fernando Sor,7,5,VI,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 29 No 22 (Segovia Study 18) by Fernando Sor.pdf,,,,,
Estudio 19,Fernando Sor,7,4,VI,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 29 No 13 (Segovia Study 19) by Fernando Sor.pdf,,,,,
Estudio 2,Fernando Sor,3,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 2 by Fernando Sor.pdf,,,,,
Estudio 20,Fernando Sor,9,4,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 29 No 17 (Segovia Study 20) by Fernando Sor.pdf,,,,,
Estudio 3,Fernando Sor,4,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 3 by Fernando Sor.pdf,,,,,
Estudio 4,Fernando Sor,5,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 4 by Fernando Sor.pdf,,,,,
Estudio 5,Fernando Sor,4,3,IV,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 5 by Fernando Sor.pdf,,,,,
Estudio 6,Fernando Sor,5,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 6 No 6 by Fernando Sor.pdf,,,,,
Estudio 7,Fernando Sor,6,3,VIII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 21 (Segovia Study 7) by Fernando Sor.pdf,,,,,
Estudio 8,Fernando Sor,9,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op6-8.pdf,,,,,
Estudio 9,Fernando Sor,7,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 20 (Segovia Study 9) by Fernando Sor.pdf,,,,,
Estudio de Concierto,Agustin Barrios Mandore,8,4,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudio De Concierto by Agustin Barrios Mangore.pdf,,,,,gaps_v1/musicxml/barrios-estudio-concierto2.xml
Estudio de Concierto No. 2,Agustin Barrios Mandore,9,4,XIV,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Danza Paraguaya No 2 by Agustin Barrios Mangore.pdf,,,,,gaps_v1/musicxml/barrios-estudio-concierto2.xml
Estudio del Ligado,Agustin Barrios Mangore,7,5,V,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudio del Ligado by Agustin Barrios Mangore.pdf,,,,,
Estudio del Ligado (Andantino),Agustin Barrios Mandore,7,4,V,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-ligado.pdf,,,,,
Estudio en Arpegio,Agustin Barrios Mandore,7,3,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudio en Arpegio by Agustin Barrios Mangore.pdf,,,,,
Estudio en Sol Menor,Agustin Barrios Mangore,7,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudio En Sol Menor by Agustin Barrios Mangore.pdf,,,,,
Estudio Inconcluso,Agustin Barrios Mandore,7,3,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudio Inconcluso by Augustin Barrios Mangore.pdf,,,,,
Estudio No. 3,Agustin Barrios Mangore,7,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudio 3 in E minor by Agustin Barrios.pdf,,,,,
Estudio No. 3,Agustin Barrios Mandore,7,5,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 8 No 3 (Waltz) by Augustin Barrios Mangore.pdf,,,,,
Estudio para Ambas Manos,Agustin Barrios Mandore,13,7,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-manos.pdf,,,,,
Estudio Vals,Agustin Barrios Mangore,8,6,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-estudio-vals.pdf,,,,,
Estudio Vals,Agustin Barrios Mandore,8,5,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Vals Estudio No 1 by Augustin Barrios Mangore.pdf,,,,,
Estudios Sencillos: I,Leo Brouwer,4,2,III,Modern,found,gaps,,,,Ly1wc,datasets/gaps_v1/readable_musicxml/Leo Brouwer - Estudios Sencillos.xml,
Estudios Sencillos: II,Leo Brouwer,3,3,III,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Machine No 2 by Leo Kottke.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: III,Leo Brouwer,4,3,III,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pieza Sin Titulo No 3 by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: IV,Leo Brouwer,3,2,II,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudios Sencillos (Study No 4) by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: IX,Leo Brouwer,5,3,II,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude 9 by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: V,Leo Brouwer,3,3,I,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudios Sencillos (Study No 5) by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: VI,Leo Brouwer,6,5,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudios Sencillos (Study No 6) by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: VII,Leo Brouwer,6,4,IV,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudios Sencillos (Study No 7) by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: VIII,Leo Brouwer,7,3,II,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudios Sencillos (Study No 8) by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: X,Leo Brouwer,6,4,I,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudios Sencillos (Study No 10) by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: XI,Leo Brouwer,7,5,V,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudios Sencillos (Study No 11) by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: XII,Leo Brouwer,5,3,III,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude 12 by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: XIII,Leo Brouwer,7,4,II,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudio 13 by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: XIV,Leo Brouwer,9,4,II,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudio Sencillos No 14 by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: XIX,Leo Brouwer,8,4,V,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudios Sencillos (Study No 19) by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: XVI,Leo Brouwer,9,4,III,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudio Sencillos No 16 by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: XVII,Leo Brouwer,9,5,VII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude 17 by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: XVIII,Leo Brouwer,8,6,IV,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudios Sencillos (Study No 18) by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Estudios Sencillos: XX,Leo Brouwer,10,4,III,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Estudio Sencillos No 20 by Leo Brouwer.pdf,,,,,gaps_v1/musicxml/brouwer-etude6.xml
Etude,Mauro Giuliani,8,4,IV,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude in A Minor by Mauro Giuliani.pdf,,,,,
Etude,Napoleon Coste,7,3,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Study in A Minor by Napoleon Coste.pdf,,,,,gaps_v1/musicxml/Etude 24 by Napoleon Coste.xml
Etude,Dionisio Aguado,12,4,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude in C by Dionisio Aguado.pdf,,,,,
Etude No. 2,Matteo Carcassi,4,3,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 59 No 2 by Matteo Carcassi.pdf,,,,,
Etude No. 3,Matteo Carcassi,3,4,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 59 No 3 by Matteo Carcassi.pdf,,,,,
Etude No. 7,Matteo Carcassi,3,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 59 No 7 by Matteo Carcassi.pdf,,,,,
"Etude, Op. 29 no. 1",Fernando Sor,7,4,VI,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Nr.1 (Six Valses).gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Nr.1 (Six Valses).gp4",,,gaps_v1/musicxml/sor-opus29-no24.xml
"Etude, Op. 38 no. 1",Napoleon Coste,7,5,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 38 No 1 by Napoleon Coste.pdf,,,,,gaps_v1/musicxml/Opus 38 No 1 by Napoleon Coste.xml
"Etude, Op. 38 no. 23",Napoleon Coste,9,4,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/coste-opus38-no23.pdf,,,,,gaps_v1/musicxml/Opus 38 No 1 by Napoleon Coste.xml
"Etude, Op. 38 no. 7???",Napoleon Coste,7,4,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/coste-opus38-7.pdf,,,,,gaps_v1/musicxml/Opus 38 No 1 by Napoleon Coste.xml
"Etude, Op. 48 no. 2",Mauro Giuliani,7,3,XI,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 48 No 2 by Mauro Giuliani.pdf,,,,,
"Etude, Op. 6 no. 11",Fernando Sor,7,3,V,Classical,found,gaps,,,,Tf1wc,datasets/gaps_v1/readable_musicxml/Fernando Sor - Opus 6 No 11 in E minor.xml,
"Etude, Op. 60 no. 10",Matteo Carcassi,4,3,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 10 in D by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Etude, Op. 60 no. 19",Matteo Carcassi,7,2,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/carcassi-op60-19.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Etude, Op. 60 no. 25",Matteo Carcassi,11,4,XII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 25 in A by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Etude, Op. 60 no. 5",Matteo Carcassi,8,4,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 5 in G by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Etude, Op. 60 no. 8",Matteo Carcassi,6,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/carcassi-op60-8.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Etude, Op. 60 no. 9",Matteo Carcassi,3,2,IV,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 9 in A by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
Etude; Op. 10 no. 3,Frederic Chopin,16,8,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 10 No 3 by Frederic Chopin.pdf,,,,,
Exercise 8,Dionisio Aguado,3,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Study No 8 by Dionisio Aguado.pdf,,,,,
Exercise no. 10,Dionisio Aguado,2,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 10 Metodo Primera by Dionisio Aguado.pdf,,,,,
Fabiniana,Agustin Barrios Mandore,8,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-fabiniana.pdf,,,,,
Fantasia,John Dowland,12,8,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Fantasia by John Dowland.pdf,,,,,
Fantasia,Anonymous,4,3,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Fantasia by Anonymous.pdf,,,,,
Fantasia,Alonso de Mudarra,9,6,VIII,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Fantasia by Alonso Mudarra.pdf,,,,,
Fantasia,John Dowland,11,7,VIII,Renaissance,found,dada_gp,,"datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - Fantasia.gp3.tokens.txt","datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - Fantasia.gp3",,,
Fantasia,William Byrd,8,4,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Fantasia by William Byrd.pdf,,,,,
Fantasia (que contrahaze la harpa en la manera de Luduvico),Alonso Mudarra,9,6,III,Renaissance,found,dada_gp,,"datasets/DadaGP-v1.1/M/Mudarra, Alonso/Mudarra, Alonso - Fantasdega Que Contrahaze El Harpa En La Manera De Ludovico.gp3.tokens.txt","datasets/DadaGP-v1.1/M/Mudarra, Alonso/Mudarra, Alonso - Fantasdega Que Contrahaze El Harpa En La Manera De Ludovico.gp3",,,
Fantasia in Am,George Philip Telemann,6,4,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Fantasia by Georg Philipp Telemann.pdf,,,,,
Feste lariane,Luigi Mozzani,10,4,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Feste Lariane by Luigi Mozzani.pdf,,,,,
Folias,Gaspar Sanz,4,2,III,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Folias by Gaspar Sanz.pdf,,,,,
Folias,Gaspar Sanz,4,2,III,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - Folias (2).gp3.tokens.txt","datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - Folias (2).gp3",,,
Folias,Gaspar Sanz,4,2,III,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - Folias (3).gp3.tokens.txt","datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - Folias (3).gp3",,,
Forlorne Hope,John Dowland,18,10,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Forlorn Hope Fancy Chromatic Fantasia by John Dowland.pdf,,,,,
Fortune,John Dowland,8,6,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Fortune My Foe by John Dowland.pdf,,,,,
Four Easy Studies: No. 1 in C,Dionisio Aguado,3,1,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 1 Metodo Primera by Dionisio Aguado.pdf,,,,,
Four Easy Studies: No. 2 in E,Dionisio Aguado,2,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 2 Metodo Primera by Dionisio Aguado.pdf,,,,,
Four Easy Studies: No. 3 in A,Dionisio Aguado,2,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 3 Metodo Primera by Dionisio Aguado.pdf,,,,,
Four Easy Studies: No. 4 in E,Dionisio Aguado,2,2,IV,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 4 Metodo Primera by Dionisio Aguado.pdf,,,,,
Fuga No. 1,Leo Brouwer,11,8,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Fuga No 1 by Leo Brouwer.pdf,,,,,
Fuga No. 1,Leo Brouwer,11,8,All,Modern,found,gaps,,,,QN1wc,datasets/gaps_v1/readable_musicxml/Leo Brouwer - Fuga No 1.xml,
"Fuge in A Minor, BWV 1000",J.S. Bach,17,7,XII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Bwv 1000 Fugue In A Minor by Johann Sebastian Bach.pdf,,,,,
Fugue in C,Johann Pachelbel,7,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Fugue in C Major by Johann Pachelbel.pdf,,,,,
"Fugue, BWV 1000",J.S. Bach,15,6,XII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Fugue (G-Moll) BWV 1000.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Fugue (G-Moll) BWV 1000.gp4",,,
Fur Elise,Ludwig van Beethoven,11,6,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Fur Elise 2 by Ludwig van Beethoven.pdf,,,,,
Fur Elise (Theme),Ludwig van Beethoven,4,2,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Fur Elise by Ludwig van Beethoven.pdf,,,,,
Gallarda con otros sones para los que enpiecan a janer de punteado la guitarra (Galliard with Other Tunes for the Player That Begins Plucking the Guitar),Gaspar Sanz,5,2,II,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Gallarda by Gaspar Sanz.pdf,,,,,
Gallardas,Gaspar Sanz,7,4,X,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/sanz-gallardas.pdf,,,,,gaps_v1/musicxml/sanz-gallardas.xml
Gavota al Estilo Antiguo,Agustin Barrios Mandore,6,5,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Gavota al Estilo Antiguo by Agustin Barrios Mangore.pdf,,,,,
Gavotte,Lodovico Roncalli,7,4,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Gavotte by Lodovico Roncalli.pdf,,,,,
"Gavotte 1 (from Suite #6 for Violoncello, BWV 1012)",J.S. Bach,6,3,III,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV1012 Gavotte 1 by Johann Sebastian Bach.pdf,,,,,
"Gavotte 2 (from Suite #6 for Violoncello, BWV 1012)",J.S. Bach,5,2,III,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV1012 Gavotte 2 by Johann Sebastian Bach.pdf,,,,,
