Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path,ly_path
Lady Hunsdon's Alman,John Dowland,10,5,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lady Hunsdon Alman by John Dowland.pdf,,,,,,
"Rondo, Op. 48",Fernando Sor,10,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 48 Rondo by Fernando Sor.pdf,,,,,,
Lagrima,Francisco Tarrega,4,5,XI,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Lagrima (2).gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Lagrima (2).gp3",Yf1wc,datasets/gaps_v1/musicxml/Yf1wc.xml,gaps_v1/musicxml/Prelude 20 Lagrima by Francisco Tarrega.xml,
Lagrima (Prelude),Francisco Tarrega,4,4,IX,Romantic,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Lagrima.gp3.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Lagrima.gp3",,,,
Rumores de la Caleta,Isaac Albeniz,12,6,X,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Rumores De La Caleta (Malaguena - De _'Requerdos De Viaje_').gp3.tokens.txt","datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Rumores De La Caleta (Malaguena - De _'Requerdos De Viaje_').gp3",,,,
Sarabande And Variations,George Frideric Handel,9,4,XII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sarabande And Variations by Georg Friedrich Handel.pdf,,,,,,
Julia Florida (Barcarola),Agustin Barrios Mangore,8,5,XI,Romantic,found,dada_gp,pdf-20260524T103936Z-3-001/pdf/Julia Florida (Barcarola) by Augustin Barrios Mangore.pdf,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios Mangore, Augustin - Julia Florida - Barcarola.gp4.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios Mangore, Augustin - Julia Florida - Barcarola.gp4",,,,
Julia Florida - Barcarola,Agustin Barrios Mangore,8,5,XI,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios Mangore, Augustin - Julia Florida - Barcarola.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios Mangore, Augustin - Julia Florida - Barcarola.gp4",,,,
Guardame Las Vacas,Luis de Narvaez,7,3,V,Renaissance,found,dada_gp,,datasets/DadaGP-v1.1/D/De Narvaez/De Narvaez - Guardame Las Vacas (2).gp3.tokens.txt,datasets/DadaGP-v1.1/D/De Narvaez/De Narvaez - Guardame Las Vacas (2).gp3,,,,
Guardame las vacas,Luys de Narvaez,8,5,V,Renaissance,found,dada_gp,,datasets/DadaGP-v1.1/D/De Narvaez/De Narvaez - Variations On Guardame Las Vacas.gp4.tokens.txt,datasets/DadaGP-v1.1/D/De Narvaez/De Narvaez - Variations On Guardame Las Vacas.gp4,,,,
Gymnopedie No. 1,Erik Satie,6,4,IX,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/S/Satie, Erik/Satie, Erik - Gymnopedie 1.gp3.tokens.txt","datasets/DadaGP-v1.1/S/Satie, Erik/Satie, Erik - Gymnopedie 1.gp3",,,,
"Six Divertissements Brillants, Op. 317 no. 4",Ferdinando Carulli,10,5,VII,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/C/Carulli, Ferdinando/Carulli, Ferdinando - Andantino #4.gp3.tokens.txt","datasets/DadaGP-v1.1/C/Carulli, Ferdinando/Carulli, Ferdinando - Andantino #4.gp3",,,,
Hark! The Herald Angels Sing,Felix Mendelssohn,4,2,III,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Hark The Herald Angels Sing by Felix Mendelssohn.pdf,,,,,,
"Sir John Smith, His Almain",John Dowland,10,7,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sir John Smith-His Almain by John Dowland.pdf,,,,,,
Siciliana,Ferdinando Carulli,1,1,III,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/C/Carulli, Ferdinando/Carulli, Ferdinando - Andantino (Siciliana).gp3.tokens.txt","datasets/DadaGP-v1.1/C/Carulli, Ferdinando/Carulli, Ferdinando - Andantino (Siciliana).gp3",,,,
Sevilla,Isaac Albeniz,14,9,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sevilla by Isaac Albeniz.pdf,,,,,,
Serenata Morisca,Agustin Barrios Mangore,10,6,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Serenata Morisca by Agustin Barrios Mangore.pdf,,,,,,
"Jesu, Joy of Man's Desiring",Johann Sebastian Bach,3,1,III,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man's Desiring [BWV 147].gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man's Desiring [BWV 147].gp4",,,,
"Jesu, Joy of Man's Desiring (from Cantata No. 147, ""Herz und Mund und Tat und Leben"")",Johann Sebastian Bach,6,4,III,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cantata BWV 147.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Cantata BWV 147.gp3",,,,
"Jesu, Joy of Man's Desiring (from Cantata No. 147)",Johann Sebastian Bach,16,7,VIII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man_'s Desiring, BWV 147.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Jesu, Joy Of Man_'s Desiring, BWV 147.gp3",,,,
Sarita (Mazurka),Agustin Barrios Mangore,8,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sarita (Mazurka) by Agustin Barrios Mangore.pdf,,,,,,
"Sarabande, BWV 1002",Johann Sebastian Bach,7,4,VII,Baroque,found,dada_gp,,"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande - Bwv 1002.gp4.tokens.txt",,,,,
Sarabande in G,Ludovico Roncalli,4,2,III,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sarabande in G by Lodovico Roncalli.pdf,,,,,,
Lamento di Tristan,Anonymous,6,4,VII,Renaissance,found,dada_gp,,A/Anonymous/Anonymous - Lamento di Tristan.gp3.tokens.txt,,,,,
Lantururu,Gaspar Sanz,4,3,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lantururu by Gaspar Sanz.pdf,,,,,,
Larghetto,Matteo Carcassi,5,3,IX,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Sonatina II Larghetto.gp3.tokens.txt","datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Sonatina II Larghetto.gp3",,,,
Libra Sonatine: A. India,Roland Dyens,15,9,X,Modern,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/D/Dyens, Roland/Dyens, Roland - Libra Sonatine.gp4.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/D/Dyens, Roland/Dyens, Roland - Libra Sonatine.gp4",,,,
"Preludio, o Capriccho arpeado por la (Prelude, or Caprice Arpeggiated in E minor)",Gaspar Sanz,9,4,VII,Baroque,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - Prelude.gp3.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - Prelude.gp3",,,,
Preludio No. 1,Francisco Tarrega,6,5,X,Romantic,found,dada_gp,,"T/Tarrega, Francisco/Tarrega, Francisco - Preludio 1.gp3.tokens.txt",,,,,
Lord Strang's March,John Dowland,11,8,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lord Strangs March by John Dowland.pdf,,,,,,
Prelude; Op. 28 no. 6,Frederic Chopin,10,7,VII,Romantic,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/C/Chopin, Frederic/Chopin, Frederic - Prelude  No. 6, Opus 28.gp4.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/C/Chopin, Frederic/Chopin, Frederic - Prelude  No. 6, Opus 28.gp4",,,,
"Prelude, TI i-9",Francisco Tarrega,7,5,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude 9 in A by Francisco Tarrega.pdf,,,,,,
"Prelude, TI i-6",Francisco Tarrega,8,6,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude 6 in B Minor by Francisco Tarrega.pdf,,,,,,
"Prelude, TI i-4",Francisco Tarrega,8,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude 4 in E by Francisco Tarrega.pdf,,,,,,
"Prelude, Fugue and Allegro, BWV 998: Prelude",Johann Sebastian Bach,9,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv998-allegro.pdf,,,,,,
"Prelude, Fugue and Allegro, BWV 998: Fugue",Johann Sebastian Bach,14,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 998 Prelude by 1 Johann Sebastian Bach.pdf,,,,,,
"Prelude, Fugue and Allegro, BWV 998: Allegro",Johann Sebastian Bach,16,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 998 Prelude 1 v2 by Johann Sebastian Bach.pdf,,,,,,
"Prelude, Fuge, and Allegro: Prelude; BWV 998",Johann Sebastian Bach,9,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 998 Prelude 1 by Johann Sebastian Bach.pdf,,,,,,
"Prelude, Fuge, and Allegro: Fuge; BWV 998",Johann Sebastian Bach,14,7,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 998 Fugue by 2 Johann Sebastian Bach.pdf,,,,,,
"Prelude, Fuge, and Allegro: Allegro; BWV 998",Johann Sebastian Bach,16,7,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 998 Allegro 3 by Johann Sebastian Bach.pdf,,,,,,
Greensleeves,Anonymous,5,2,III,Renaissance,found,dada_gp,,datasets/DadaGP-v1.1/A/Anonymous/Anonymous - Greensleeves.gp3.tokens.txt,datasets/DadaGP-v1.1/A/Anonymous/Anonymous - Greensleeves.gp3,,,,
Leyenda (Asturias) from Suite Espanola,Isaac Albeniz,15,8,XI,Romantic,found,dada_gp,,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Leyenda.gp3.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Leyenda.gp3",,,,
Rondo,Matteo Carcassi,5,3,IX,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Rondo Op 1.gp3.tokens.txt","datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Rondo Op 1.gp3",,,,
Rondo,Napoleon Coste,6,4,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Rondo by Napoleon Coste.pdf,,,,,,
Romanza en Imitacion al Violoncello,Agustin Barrios Mangore,8,8,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Romanza En Imitacion Al Violincello by Agustin Barrios Mangore.pdf,,,,,,
Romance,Anonymous,6,5,IX,Romantic,found,dada_gp,,datasets/DadaGP-v1.1/A/Anonymous/Anonymous - Romance (2).gp3.tokens.txt,datasets/DadaGP-v1.1/A/Anonymous/Anonymous - Romance (2).gp3,,,,
Robinson's May,Thomas Robinson,4,3,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Robinsons May by Thomas Robinson.pdf,,,,,,
Le Petit-Rien (Rondeau),Francois Couperin,8,3,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Le Petit Rien by Francois Couperin.pdf,,,,,,
Ricercare III,Francesco Canova da Milano,10,7,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Ricercare III by Francesco da Milano.pdf,,,,,,
Ricercare,Francesco Canova da Milano,9,5,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Ricercare by Francesco da Milano.pdf,,,,,,
"Les Foiles d'Espagne et un Menuet, Op. 15",Fernando Sor,9,5,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 15a Les Folies dEspagne by Fernando Sor.pdf,,,,,,
Registro (Prelude),Antonio Lauro,10,6,IX,Modern,found,dada_gp,,"L/Lauro, Antonio/Lauro, Antonio - Registro (Preludio) from Suite Venezolana.gp3.tokens.txt",,,,,
Recuerdos de la Alhambra,Francisco Tarrega,12,7,X,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Recuerdos De La Alhambra (2).gp4.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Recuerdos De La Alhambra (2).gp4",Sy1wc,datasets/gaps_v1/musicxml/Sy1wc.xml,,
Queen Elizabeth's Galliard,John Dowland,8,5,V,Renaissance,found,dada_gp,pdf-20260524T103936Z-3-001/pdf/Queen Elizabeths Galliard by John Dowland.pdf,"/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - Queen Elizabeth's Galliard.gp4.tokens.txt","/home/aser/programming/thesis/rubricnet/datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - Queen Elizabeth's Galliard.gp4",,,,
Lesson 15: Waltz,Dionisio Aguado,2,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 15 Metodo Primera by Dionisio Aguado.pdf,,,,,,
Lesson 23,Dionisio Aguado,5,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 23 Metodo Primera by Dionisio Aguado.pdf,,,,,,
Lesson 24,Dionisio Aguado,4,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 24 Metodo Primera by Dionisio Aguado.pdf,,,,,,
Lesson 26,Dionisio Aguado,6,4,XI,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 26 Metodo Primera by Dionisio Aguado.pdf,,,,,,
Lesson 29,Dionisio Aguado,4,4,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lesson 29 in E Minor by Dionisio Aguado.pdf,,,,,,
Lesson 5 (Waltz),Dionisio Aguado,4,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 5 Metodo Primera by Dionisio Aguado.pdf,,,,,,
Lesson 6,Dionisio Aguado,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 6 Metodo Primera by Dionisio Aguado.pdf,,,,,,
Leyenda,Isaac Albeniz,15,8,XI,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Leyenda.gp3.tokens.txt","datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Leyenda.gp3",qV1wc,datasets/gaps_v1/musicxml/qV1wc.xml,,
"Partita, BWV 1002: v. Sarabande",Johann Sebastian Bach,7,5,VII,Baroque,found,dada_gp,,"B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande - Bwv 1002.gp4.tokens.txt",,,,,
"Allegretti, Op. 44 no. 2",Fernando Sor,1,1,I,Classical,found,dada_gp,,"S/Sor, Fernando/Sor, Fernando - Andante (Op.44).gp3.tokens.txt",,,,,
Tango,Isaac Albeniz,8,5,X,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Spanish Tango, Op.164 No.2.gp3.tokens.txt","datasets/DadaGP-v1.1/A/Albeniz, Isaac/Albeniz, Isaac - Spanish Tango, Op.164 No.2.gp3",wf1wc,datasets/gaps_v1/musicxml/wf1wc.xml,,
Branle Gay,Jean-Baptiste Besard,1,1,I,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Branle Gay by Jean Baptiste Besard.pdf,,,,,,
Villanos,Gaspar Sanz,5,3,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Villanos by Gaspar Sanz.pdf,,,,,,
Villano,Gaspar Sanz,3,2,II,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Villano by Gaspar Sanz.pdf,,,,,,
Tango En Skai,Roland Dyens,14,8,All,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/D/Dyens, Roland/Dyens, Roland - Tango en Skai.gp3.tokens.txt","datasets/DadaGP-v1.1/D/Dyens, Roland/Dyens, Roland - Tango en Skai.gp3",,,,
Branle,Jean-Baptiste Besard,5,3,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Branle by Jean Babtiste Besard.pdf,,,,,,
"Bourree, BWV 996",Johann Sebastian Bach,7,4,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV996 Bourree in E Minor by Johann Sebastian Bach.pdf,,,,,,
Bourree (from Lute Suite No. 1); BWV 996,Johann Sebastian Bach,6,3,V,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree (From Lute suite no. 1 in E minor).gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree (From Lute suite no. 1 in E minor).gp4",,,,
Vidalita,Agustin Barrios Mangore,8,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Vidalita by Agustin Barrios Mangore.pdf,,,,,,
Tanz,Georg Fuhrmann,1,1,I,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tanz by Georg Leopold Fuhrmann.pdf,,,,,,
Verano Porteno (Tango),Astor Piazzolla,10,5,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Verano Porteno Tango by Astor Piazzolla.pdf,,,,,,
Tarantos,Leo Brouwer,19,10,X,Modern,found,dada_gp,pdf-20260524T103936Z-3-001/pdf/Tarantos by Leo Brouwer.pdf,"datasets/DadaGP-v1.1/B/Brouwer, Leo/Brouwer, Leo - Tarantos.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Brouwer, Leo/Brouwer, Leo - Tarantos.gp4",,,,
"Aire de Zamba (from the ""Suite Andina"")",Agustin Barrios Mangore,10,7,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite Andina (Aire de Zamba) by Agustin Barrios Mangore.pdf,,,,,,
Air on a G String,Johann Sebastian Bach,9,6,V,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Air On A G String.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Air On A G String.gp3",,,,
Valses Poeticos - Valse No. 3,Enrique Granados,13,8,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 3 by Enrique Granados.pdf,,,,,,
Tarleton's Resurrection,John Dowland,5,3,VII,Renaissance,found,dada_gp,,"datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - Tarleton_'s Resurrection.gp3.tokens.txt","datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - Tarleton_'s Resurrection.gp3",,,,
Swing '59,Charlie Byrd,7,5,VI,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Swing 59 by Charlie Byrd.pdf,,,,,,
Alman,Robert Johnson,8,4,II,Renaissance,found,dada_gp,,"datasets/DadaGP-v1.1/J/Johnson, Robert/Johnson, Robert - Alman.gp3.tokens.txt","datasets/DadaGP-v1.1/J/Johnson, Robert/Johnson, Robert - Alman.gp3",,,,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 24. Preludi",Mauro Giuliani,10,4,IX,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No24.mid,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 23. Preludi",Mauro Giuliani,7,3,V,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No23.mid,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 22. Preludi",Mauro Giuliani,4,3,I,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No22.mid,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 21. Preludi",Mauro Giuliani,10,4,XIV,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No21.mid,
Toy,Francis Cutting,3,3,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Toy by Francis Cutting.pdf,,,,,,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 20. Preludi",Mauro Giuliani,10,3,IV,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No20.mid,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 2. Cadenze",Mauro Giuliani,13,2,III,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No2.mid,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 19. Preludi",Mauro Giuliani,9,4,VII,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No19.mid,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 18. Preludi",Mauro Giuliani,10,4,VIII,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No18.mid,
The Round Battle Galliard,John Dowland,5,3,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Round Battle Galliard by John Dowland.pdf,,,,,,
Swan Lake (Theme); Op. 20,Peter Ilyitch Tchaikovsky,8,4,VI,Romantic,found,dada_gp,,"T/Tchaikovsky, Pioter Ilych/Tchaikovsky, Pioter Ilych - Theme From Swan Lake, Op 20.gp3.tokens.txt",,,,,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 17. Preludi",Mauro Giuliani,11,4,X,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No17.mid,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 15. Rondo",Mauro Giuliani,5,3,V,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No15.mid,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 14. Capricie",Mauro Giuliani,7,4,VII,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No14.mid,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 12. Capricie",Mauro Giuliani,7,5,VII,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No12.mid,
"Suite, BWV 997: v. Double",Johann Sebastian Bach,15,6,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV997 Double by Johann Sebastian Bach.pdf,,,,,,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 10. Capricie",Mauro Giuliani,3,1,II,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No10.mid,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 1. Cadenze",Mauro Giuliani,1,1,I,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No1.mid,
Tombeau Sur La Mort De M. Comte De Logy,Silvius Leopold Weiss,11,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tombeau Sur La Mort De M Comte De Logy by Silvius Leopold Weiss.pdf,,,,,,
Volte,Anonymous,2,1,II,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Volte by Anonymous.pdf,,,,,,
Tombeau de M. Mouton (Allemande),Robert de Visee,10,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tombeau de M Mouton by Robert de Visee.pdf,,,,,,
Sunburst,Andrew York,13,7,VII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sunburst by Andrew York.pdf,,,,,,
"Cadenzas, Caprices, Rondos & Preludes, Op. 100: 16. Rondo",Mauro Giuliani,6,2,VIII,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/GiulianiOp100No16.mid,
Valses Poeticos - Valse No. 4,Enrique Granados,8,5,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 4 by Enrique Granados.pdf,,,,,,
Air,Anonymous,4,2,IV,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Air by Anonymous.pdf,,,,,,
"Allegro in A Major, Op. 43 no. 10",Mauro Giuliani,7,4,IX,Classical,found,mutopia_midi,,,,,,/home/aser/programming/thesis/rubricnet/symbolic_data/mutopia_midi/giuliani-o51-10.mid,
Bajando de la meseta,Joaquin Rodrigo,14,8,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Por Los Campos De Espana No 3 Bajando De La Meseta by Joaquin Rodrigo.pdf,,,,,,
Valses Poeticos: 1,Enrique Granados,8,4,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 1 Intro by Enrique Granados.pdf,,,,,,
The King Of Denmark's Galliard,John Dowland,7,4,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/The King Of Denmark_s Galliard by John Dowland.pdf,,,,,,
"Variations on a Theme of G. F. Handel, Op. 107",Mauro Giuliani,7,3,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 107 Variations on a theme of Handel by Mauro Giuliani.pdf,,,,,gaps_v1/musicxml/Opus 107 Variations on a theme of Handel by Mauro Giuliani.xml,
The Woods So Wild,William Byrd,4,4,II,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Woods So Wild by William Byrd.pdf,,,,,,
Bagatelle,Ludwig van Beethoven,5,3,IV,Classical,found,dada_gp,,datasets/DadaGP-v1.1/B/Beethoven/Beethoven - Fur Elise (Bagatelle in A minor).gp3.tokens.txt,datasets/DadaGP-v1.1/B/Beethoven/Beethoven - Fur Elise (Bagatelle in A minor).gp3,,,,
Aylesford Piece,George Frideric Handel,6,4,V,Baroque,found,dada_gp,,"H/Handel, George Friedrick/Handel, George Frideric - ''Aylesford'' Gavotte.gp4.tokens.txt",,,,,
