Target,Candidate,Source,Reason,Path
"Fernando Sor - Study, Op. 31 no. 8","S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Num:{'31'},"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 31 no. 8","S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 31 no. 8","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 31 no. 8","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 31 no. 8","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 31 no. 8","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 31 no. 8","S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt"
"Fernando Sor - Study, Op. 31 no. 8","S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 10","S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 10","S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Num:{'10'},"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 10","S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt",DadaGP,Num:{'35'},"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 10","S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 10","S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 10","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 10","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 10","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 10","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 10","S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 10","S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 11","S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 11","S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt",DadaGP,Num:{'35'},"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 11","S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 11","S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 11","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 11","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 11","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 11","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 11","S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 11","S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 12","S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 12","S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt",DadaGP,Num:{'12'},"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 12","S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt",DadaGP,Num:{'35'},"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 12","S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 12","S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 12","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 12","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 12","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 12","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 12","S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 12","S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 13","S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 13","S/Sor, Fernando/Sor, Fernando - Etude No. 13.gp4.tokens.txt",DadaGP,Num:{'13'},"S/Sor, Fernando/Sor, Fernando - Etude No. 13.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 13","S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt",DadaGP,Num:{'35'},"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 13","S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 13","S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 13","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 13","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 13","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 13","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 13","S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 13","S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 14","S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 14","S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt",DadaGP,Num:{'35'},"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 14","S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 14","S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 14","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 14","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 14","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 14","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 14","S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 14","S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 15","S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 15","S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt",DadaGP,Num:{'35'},"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 15","S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 15","S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 15","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 15","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 15","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 15","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 15","S/Sor, Fernando/Sor, Fernando - Sonate In C (Op.15B).gp4.tokens.txt",DadaGP,Num:{'15'},"S/Sor, Fernando/Sor, Fernando - Sonate In C (Op.15B).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 15","S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 15","S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 16","S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 16","S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt",DadaGP,Num:{'35'},"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 16","S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 16","S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 16","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 16","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 16","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 16","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 16","S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt",DadaGP,Num:{'16'},"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 16","S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 18","S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 18","S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Num:{'18'},"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 18","S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt",DadaGP,Num:{'35'},"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 18","S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 18","S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 18","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 18","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 18","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 18","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 18","S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 18","S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 19","S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 19","S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt",DadaGP,Num:{'35'},"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 19","S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 19","S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 44 - No 22 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 19","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 19","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 19","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 5 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 19","S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 60 - No 6 (study In A Minor).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 19","S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 19","S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt",DadaGP,Num:{'19'},"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 20","S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:2/5,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 20","S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt",DadaGP,Num:{'35'},"S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt"
"Fernando Sor - Study, Op. 35 no. 20","S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt",DadaGP,Words:3/5,"S/Sor, Fernando/Sor, Fernando - Op. 31 - No 1 (Study In C Major).gp4.tokens.txt"
